date,n,k,state,dist_weather,dist_atmospheric
2024-05-20,6,3,000000,0.0,0.0
2024-05-20,6,3,000001,0.1,0.3
2024-05-20,6,3,000010,0.2,0.6
2024-05-20,6,3,000100,0.3,0.9
2024-05-20,6,3,001000,0.4,0.2
2024-05-20,6,3,010000,0.5,0.5
2024-05-20,6,3,100000,0.6,0.8
2024-05-20,6,3,000002,0.7,0.1
2024-05-20,6,3,000020,0.8,0.4
2024-05-20,6,3,000200,0.9,0.7
2024-05-20,6,3,002000,0.0,0.0
2024-05-20,6,3,020000,0.1,0.3
2024-05-20,6,3,200001,0.2,0.6
2024-05-20,6,3,000011,0.3,0.9
2024-05-20,6,3,000110,0.4,0.2
2024-05-20,6,3,001100,0.5,0.5
2024-05-20,6,3,011000,0.6,0.8
2024-05-20,6,3,110000,0.7,0.1
2024-05-20,6,3,100001,0.8,0.4
2024-05-20,6,3,000012,0.9,0.7
2024-05-20,6,3,000120,0.0,0.0
2024-05-20,6,3,001200,0.1,0.3
2024-05-20,6,3,012000,0.2,0.6
2024-05-20,6,3,120000,0.3,0.9
2024-05-20,6,3,200002,0.4,0.2
2024-05-20,6,3,000021,0.5,0.5
2024-05-20,6,3,000210,0.6,0.8
2024-05-20,6,3,002100,0.7,0.1
2024-05-20,6,3,021000,0.8,0.4
2024-05-20,6,3,210000,0.9,0.7
2024-05-20,6,3,100002,0.0,0.0
2024-05-20,6,3,000022,0.1,0.3
2024-05-20,6,3,000220,0.2,0.6
2024-05-20,6,3,002200,0.3,0.9
2024-05-20,6,3,022000,0.4,0.2
2024-05-20,6,3,220001,0.5,0.5
2024-05-20,6,3,200010,0.6,0.8
2024-05-20,6,3,000101,0.7,0.1
2024-05-20,6,3,001010,0.8,0.4
2024-05-20,6,3,010100,0.9,0.7
2024-05-20,6,3,101000,0.0,0.0
2024-05-20,6,3,010001,0.1,0.3
2024-05-20,6,3,100010,0.2,0.6
2024-05-20,6,3,000102,0.3,0.9
2024-05-20,6,3,001020,0.4,0.2
2024-05-20,6,3,010200,0.5,0.5
2024-05-20,6,3,102000,0.6,0.8
2024-05-20,6,3,020001,0.7,0.1
2024-05-20,6,3,200011,0.8,0.4
2024-05-20,6,3,000111,0.9,0.7
2024-05-20,6,3,001110,0.0,0.0
2024-05-20,6,3,011100,0.1,0.3
2024-05-20,6,3,111000,0.2,0.6
2024-05-20,6,3,110001,0.3,0.9
2024-05-20,6,3,100011,0.4,0.2
2024-05-20,6,3,000112,0.5,0.5
2024-05-20,6,3,001120,0.6,0.8
2024-05-20,6,3,011200,0.7,0.1
2024-05-20,6,3,112000,0.8,0.4
2024-05-20,6,3,120001,0.9,0.7
2024-05-20,6,3,200012,0.0,0.0
2024-05-20,6,3,000121,0.1,0.3
2024-05-20,6,3,001210,0.2,0.6
2024-05-20,6,3,012100,0.3,0.9
2024-05-20,6,3,121000,0.4,0.2
2024-05-20,6,3,210001,0.5,0.5
2024-05-20,6,3,100012,0.6,0.8
2024-05-20,6,3,000122,0.7,0.1
2024-05-20,6,3,001220,0.8,0.4
2024-05-20,6,3,012200,0.9,0.7
2024-05-20,6,3,122000,0.0,0.0
2024-05-20,6,3,220002,0.1,0.3
2024-05-20,6,3,200020,0.2,0.6
2024-05-20,6,3,000201,0.3,0.9
2024-05-20,6,3,002010,0.4,0.2
2024-05-20,6,3,020100,0.5,0.5
2024-05-20,6,3,201000,0.6,0.8
2024-05-20,6,3,010002,0.7,0.1
2024-05-20,6,3,100020,0.8,0.4
2024-05-20,6,3,000202,0.9,0.7
2024-05-20,6,3,002020,0.0,0.0
2024-05-20,6,3,020200,0.1,0.3
2024-05-20,6,3,202000,0.2,0.6
2024-05-20,6,3,020002,0.3,0.9
2024-05-20,6,3,200021,0.4,0.2
2024-05-20,6,3,000211,0.5,0.5
2024-05-20,6,3,002110,0.6,0.8
2024-05-20,6,3,021100,0.7,0.1
2024-05-20,6,3,211000,0.8,0.4
2024-05-20,6,3,110002,0.9,0.7
2024-05-20,6,3,100021,0.0,0.0
2024-05-20,6,3,000212,0.1,0.3
2024-05-20,6,3,002120,0.2,0.6
2024-05-20,6,3,021200,0.3,0.9
2024-05-20,6,3,212000,0.4,0.2
2024-05-20,6,3,120002,0.5,0.5
2024-05-20,6,3,200022,0.6,0.8
2024-05-20,6,3,000221,0.7,0.1
2024-05-20,6,3,002210,0.8,0.4
2024-05-20,6,3,022100,0.9,0.7
2024-05-20,6,3,221000,0.0,0.0
2024-05-20,6,3,210002,0.1,0.3
2024-05-20,6,3,100022,0.2,0.6
2024-05-20,6,3,000222,0.3,0.9
2024-05-20,6,3,002220,0.4,0.2
2024-05-20,6,3,022200,0.5,0.5
2024-05-20,6,3,222001,0.6,0.8
2024-05-20,6,3,220010,0.7,0.1
2024-05-20,6,3,200100,0.8,0.4
2024-05-20,6,3,001001,0.9,0.7
2024-05-20,6,3,010010,0.0,0.0
2024-05-20,6,3,100100,0.1,0.3
2024-05-20,6,3,001002,0.2,0.6
2024-05-20,6,3,010020,0.3,0.9
2024-05-20,6,3,100200,0.4,0.2
2024-05-20,6,3,002001,0.5,0.5
2024-05-20,6,3,020010,0.6,0.8
2024-05-20,6,3,200101,0.7,0.1
2024-05-20,6,3,001011,0.8,0.4
2024-05-20,6,3,010110,0.9,0.7
2024-05-20,6,3,101100,0.0,0.0
