date,n,k,state,dist_weather,dist_atmospheric
2024-05-20,4,4,0000,0.0,0.0
2024-05-20,4,4,0001,0.1,0.3
2024-05-20,4,4,0010,0.2,0.6
2024-05-20,4,4,0100,0.3,0.9
2024-05-20,4,4,1000,0.4,0.2
2024-05-20,4,4,0002,0.5,0.5
2024-05-20,4,4,0020,0.6,0.8
2024-05-20,4,4,0200,0.7,0.1
2024-05-20,4,4,2000,0.8,0.4
2024-05-20,4,4,0003,0.9,0.7
2024-05-20,4,4,0030,0.0,0.0
2024-05-20,4,4,0300,0.1,0.3
2024-05-20,4,4,3001,0.2,0.6
2024-05-20,4,4,0011,0.3,0.9
2024-05-20,4,4,0110,0.4,0.2
2024-05-20,4,4,1100,0.5,0.5
2024-05-20,4,4,1001,0.6,0.8
2024-05-20,4,4,0012,0.7,0.1
2024-05-20,4,4,0120,0.8,0.4
2024-05-20,4,4,1200,0.9,0.7
2024-05-20,4,4,2001,0.0,0.0
2024-05-20,4,4,0013,0.1,0.3
2024-05-20,4,4,0130,0.2,0.6
2024-05-20,4,4,1300,0.3,0.9
2024-05-20,4,4,3002,0.4,0.2
2024-05-20,4,4,0021,0.5,0.5
2024-05-20,4,4,0210,0.6,0.8
2024-05-20,4,4,2100,0.7,0.1
2024-05-20,4,4,1002,0.8,0.4
2024-05-20,4,4,0022,0.9,0.7
2024-05-20,4,4,0220,0.0,0.0
2024-05-20,4,4,2200,0.1,0.3
2024-05-20,4,4,2002,0.2,0.6
2024-05-20,4,4,0023,0.3,0.9
2024-05-20,4,4,0230,0.4,0.2
2024-05-20,4,4,2300,0.5,0.5
2024-05-20,4,4,3003,0.6,0.8
2024-05-20,4,4,0031,0.7,0.1
2024-05-20,4,4,0310,0.8,0.4
2024-05-20,4,4,3100,0.9,0.7
2024-05-20,4,4,1003,0.0,0.0
2024-05-20,4,4,0032,0.1,0.3
2024-05-20,4,4,0320,0.2,0.6
2024-05-20,4,4,3200,0.3,0.9
2024-05-20,4,4,2003,0.4,0.2
2024-05-20,4,4,0033,0.5,0.5
2024-05-20,4,4,0330,0.6,0.8
2024-05-20,4,4,3301,0.7,0.1
2024-05-20,4,4,3010,0.8,0.4
2024-05-20,4,4,0101,0.9,0.7
2024-05-20,4,4,1010,0.0,0.0
2024-05-20,4,4,0102,0.1,0.3
2024-05-20,4,4,1020,0.2,0.6
2024-05-20,4,4,0201,0.3,0.9
2024-05-20,4,4,2010,0.4,0.2
2024-05-20,4,4,0103,0.5,0.5
2024-05-20,4,4,1030,0.6,0.8
2024-05-20,4,4,0301,0.7,0.1
2024-05-20,4,4,3011,0.8,0.4
2024-05-20,4,4,0111,0.9,0.7
2024-05-20,4,4,1110,0.0,0.0
