date,n,k,state,dist_weather,dist_atmospheric
2024-05-20,6,2,000000,0.0,0.0
2024-05-20,6,2,000001,0.1,0.3
2024-05-20,6,2,000010,0.2,0.6
2024-05-20,6,2,000100,0.3,0.9
2024-05-20,6,2,001000,0.4,0.2
2024-05-20,6,2,010000,0.5,0.5
2024-05-20,6,2,100001,0.6,0.8
2024-05-20,6,2,000011,0.7,0.1
2024-05-20,6,2,000110,0.8,0.4
2024-05-20,6,2,001100,0.9,0.7
2024-05-20,6,2,011000,0.0,0.0
2024-05-20,6,2,110001,0.1,0.3
2024-05-20,6,2,100010,0.2,0.6
2024-05-20,6,2,000101,0.3,0.9
2024-05-20,6,2,001010,0.4,0.2
2024-05-20,6,2,010100,0.5,0.5
2024-05-20,6,2,101000,0.6,0.8
2024-05-20,6,2,010001,0.7,0.1
2024-05-20,6,2,100011,0.8,0.4
2024-05-20,6,2,000111,0.9,0.7
2024-05-20,6,2,001110,0.0,0.0
2024-05-20,6,2,011100,0.1,0.3
2024-05-20,6,2,111001,0.2,0.6
2024-05-20,6,2,110010,0.3,0.9
2024-05-20,6,2,100100,0.4,0.2
2024-05-20,6,2,001001,0.5,0.5
2024-05-20,6,2,010010,0.6,0.8
2024-05-20,6,2,100101,0.7,0.1
2024-05-20,6,2,001011,0.8,0.4
2024-05-20,6,2,010110,0.9,0.7
2024-05-20,6,2,101100,0.0,0.0
2024-05-20,6,2,011001,0.1,0.3
2024-05-20,6,2,110011,0.2,0.6
2024-05-20,6,2,100110,0.3,0.9
2024-05-20,6,2,001101,0.4,0.2
2024-05-20,6,2,011010,0.5,0.5
2024-05-20,6,2,110100,0.6,0.8
2024-05-20,6,2,101001,0.7,0.1
2024-05-20,6,2,010011,0.8,0.4
2024-05-20,6,2,100111,0.9,0.7
2024-05-20,6,2,001111,0.0,0.0
2024-05-20,6,2,011110,0.1,0.3
2024-05-20,6,2,111101,0.2,0.6
2024-05-20,6,2,111010,0.3,0.9
2024-05-20,6,2,110101,0.4,0.2
2024-05-20,6,2,101010,0.5,0.5
2024-05-20,6,2,010101,0.6,0.8
2024-05-20,6,2,101011,0.7,0.1
2024-05-20,6,2,010111,0.8,0.4
2024-05-20,6,2,101110,0.9,0.7
2024-05-20,6,2,011101,0.0,0.0
2024-05-20,6,2,111011,0.1,0.3
2024-05-20,6,2,110110,0.2,0.6
2024-05-20,6,2,101101,0.3,0.9
2024-05-20,6,2,011011,0.4,0.2
2024-05-20,6,2,110111,0.5,0.5
2024-05-20,6,2,101111,0.6,0.8
2024-05-20,6,2,011111,0.7,0.1
2024-05-20,6,2,111111,0.8,0.4
2024-05-20,6,2,111110,0.9,0.7
2024-05-20,6,2,111100,0.0,0.0
2024-05-20,6,2,111000,0.1,0.3
2024-05-20,6,2,110000,0.2,0.6
2024-05-20,6,2,100000,0.3,0.9
