date,n,k,state,dist_weather,dist_atmospheric
2024-05-20,6,4,000000,0.0,0.0
2024-05-20,6,4,000001,0.1,0.3
2024-05-20,6,4,000010,0.2,0.6
2024-05-20,6,4,000100,0.3,0.9
2024-05-20,6,4,001000,0.4,0.2
2024-05-20,6,4,010000,0.5,0.5
2024-05-20,6,4,100000,0.6,0.8
2024-05-20,6,4,000002,0.7,0.1
2024-05-20,6,4,000020,0.8,0.4
2024-05-20,6,4,000200,0.9,0.7
2024-05-20,6,4,002000,0.0,0.0
2024-05-20,6,4,020000,0.1,0.3
2024-05-20,6,4,200000,0.2,0.6
2024-05-20,6,4,000003,0.3,0.9
2024-05-20,6,4,000030,0.4,0.2
2024-05-20,6,4,000300,0.5,0.5
2024-05-20,6,4,003000,0.6,0.8
2024-05-20,6,4,030000,0.7,0.1
2024-05-20,6,4,300001,0.8,0.4
2024-05-20,6,4,000011,0.9,0.7
2024-05-20,6,4,000110,0.0,0.0
2024-05-20,6,4,001100,0.1,0.3
2024-05-20,6,4,011000,0.2,0.6
2024-05-20,6,4,110000,0.3,0.9
2024-05-20,6,4,100001,0.4,0.2
2024-05-20,6,4,000012,0.5,0.5
2024-05-20,6,4,000120,0.6,0.8
2024-05-20,6,4,001200,0.7,0.1
2024-05-20,6,4,012000,0.8,0.4
2024-05-20,6,4,120000,0.9,0.7
2024-05-20,6,4,200001,0.0,0.0
2024-05-20,6,4,000013,0.1,0.3
2024-05-20,6,4,000130,0.2,0.6
2024-05-20,6,4,001300,0.3,0.9
2024-05-20,6,4,013000,0.4,0.2
2024-05-20,6,4,130000,0.5,0.5
2024-05-20,6,4,300002,0.6,0.8
2024-05-20,6,4,000021,0.7,0.1
2024-05-20,6,4,000210,0.8,0.4
2024-05-20,6,4,002100,0.9,0.7
2024-05-20,6,4,021000,0.0,0.0
2024-05-20,6,4,210000,0.1,0.3
2024-05-20,6,4,100002,0.2,0.6
2024-05-20,6,4,000022,0.3,0.9
2024-05-20,6,4,000220,0.4,0.2
2024-05-20,6,4,002200,0.5,0.5
2024-05-20,6,4,022000,0.6,0.8
2024-05-20,6,4,220000,0.7,0.1
2024-05-20,6,4,200002,0.8,0.4
2024-05-20,6,4,000023,0.9,0.7
2024-05-20,6,4,000230,0.0,0.0
2024-05-20,6,4,002300,0.1,0.3
2024-05-20,6,4,023000,0.2,0.6
2024-05-20,6,4,230000,0.3,0.9
2024-05-20,6,4,300003,0.4,0.2
2024-05-20,6,4,000031,0.5,0.5
2024-05-20,6,4,000310,0.6,0.8
2024-05-20,6,4,003100,0.7,0.1
2024-05-20,6,4,031000,0.8,0.4
2024-05-20,6,4,310000,0.9,0.7
2024-05-20,6,4,100003,0.0,0.0
2024-05-20,6,4,000032,0.1,0.3
2024-05-20,6,4,000320,0.2,0.6
2024-05-20,6,4,003200,0.3,0.9
2024-05-20,6,4,032000,0.4,0.2
2024-05-20,6,4,320000,0.5,0.5
2024-05-20,6,4,200003,0.6,0.8
2024-05-20,6,4,000033,0.7,0.1
2024-05-20,6,4,000330,0.8,0.4
2024-05-20,6,4,003300,0.9,0.7
2024-05-20,6,4,033000,0.0,0.0
2024-05-20,6,4,330001,0.1,0.3
2024-05-20,6,4,300010,0.2,0.6
2024-05-20,6,4,000101,0.3,0.9
2024-05-20,6,4,001010,0.4,0.2
2024-05-20,6,4,010100,0.5,0.5
2024-05-20,6,4,101000,0.6,0.8
2024-05-20,6,4,010001,0.7,0.1
2024-05-20,6,4,100010,0.8,0.4
2024-05-20,6,4,000102,0.9,0.7
2024-05-20,6,4,001020,0.0,0.0
2024-05-20,6,4,010200,0.1,0.3
2024-05-20,6,4,102000,0.2,0.6
2024-05-20,6,4,020001,0.3,0.9
2024-05-20,6,4,200010,0.4,0.2
2024-05-20,6,4,000103,0.5,0.5
2024-05-20,6,4,001030,0.6,0.8
2024-05-20,6,4,010300,0.7,0.1
2024-05-20,6,4,103000,0.8,0.4
2024-05-20,6,4,030001,0.9,0.7
2024-05-20,6,4,300011,0.0,0.0
2024-05-20,6,4,000111,0.1,0.3
2024-05-20,6,4,001110,0.2,0.6
2024-05-20,6,4,011100,0.3,0.9
2024-05-20,6,4,111000,0.4,0.2
2024-05-20,6,4,110001,0.5,0.5
2024-05-20,6,4,100011,0.6,0.8
2024-05-20,6,4,000112,0.7,0.1
2024-05-20,6,4,001120,0.8,0.4
2024-05-20,6,4,011200,0.9,0.7
2024-05-20,6,4,112000,0.0,0.0
2024-05-20,6,4,120001,0.1,0.3
2024-05-20,6,4,200011,0.2,0.6
2024-05-20,6,4,000113,0.3,0.9
2024-05-20,6,4,001130,0.4,0.2
2024-05-20,6,4,011300,0.5,0.5
2024-05-20,6,4,113000,0.6,0.8
2024-05-20,6,4,130001,0.7,0.1
