date,n,k,state,dist_weather,dist_atmospheric
2024-05-20,7,2,0000000,0.0,0.0
2024-05-20,7,2,0000001,0.1,0.3
2024-05-20,7,2,0000010,0.2,0.6
2024-05-20,7,2,0000100,0.3,0.9
2024-05-20,7,2,0001000,0.4,0.2
2024-05-20,7,2,0010000,0.5,0.5
2024-05-20,7,2,0100000,0.6,0.8
2024-05-20,7,2,1000001,0.7,0.1
2024-05-20,7,2,0000011,0.8,0.4
2024-05-20,7,2,0000110,0.9,0.7
2024-05-20,7,2,0001100,0.0,0.0
2024-05-20,7,2,0011000,0.1,0.3
2024-05-20,7,2,0110000,0.2,0.6
2024-05-20,7,2,1100001,0.3,0.9
2024-05-20,7,2,1000010,0.4,0.2
2024-05-20,7,2,0000101,0.5,0.5
2024-05-20,7,2,0001010,0.6,0.8
2024-05-20,7,2,0010100,0.7,0.1
2024-05-20,7,2,0101000,0.8,0.4
2024-05-20,7,2,1010000,0.9,0.7
2024-05-20,7,2,0100001,0.0,0.0
2024-05-20,7,2,1000011,0.1,0.3
2024-05-20,7,2,0000111,0.2,0.6
2024-05-20,7,2,0001110,0.3,0.9
2024-05-20,7,2,0011100,0.4,0.2
2024-05-20,7,2,0111000,0.5,0.5
2024-05-20,7,2,1110001,0.6,0.8
2024-05-20,7,2,1100010,0.7,0.1
2024-05-20,7,2,1000100,0.8,0.4
2024-05-20,7,2,0001001,0.9,0.7
2024-05-20,7,2,0010010,0.0,0.0
2024-05-20,7,2,0100100,0.1,0.3
2024-05-20,7,2,1001000,0.2,0.6
2024-05-20,7,2,0010001,0.3,0.9
2024-05-20,7,2,0100010,0.4,0.2
2024-05-20,7,2,1000101,0.5,0.5
2024-05-20,7,2,0001011,0.6,0.8
2024-05-20,7,2,0010110,0.7,0.1
2024-05-20,7,2,0101100,0.8,0.4
2024-05-20,7,2,1011000,0.9,0.7
2024-05-20,7,2,0110001,0.0,0.0
2024-05-20,7,2,1100011,0.1,0.3
2024-05-20,7,2,1000110,0.2,0.6
2024-05-20,7,2,0001101,0.3,0.9
2024-05-20,7,2,0011010,0.4,0.2
2024-05-20,7,2,0110100,0.5,0.5
2024-05-20,7,2,1101000,0.6,0.8
2024-05-20,7,2,1010001,0.7,0.1
2024-05-20,7,2,0100011,0.8,0.4
2024-05-20,7,2,1000111,0.9,0.7
2024-05-20,7,2,0001111,0.0,0.0
2024-05-20,7,2,0011110,0.1,0.3
2024-05-20,7,2,0111100,0.2,0.6
2024-05-20,7,2,1111001,0.3,0.9
2024-05-20,7,2,1110010,0.4,0.2
2024-05-20,7,2,1100100,0.5,0.5
2024-05-20,7,2,1001001,0.6,0.8
2024-05-20,7,2,0010011,0.7,0.1
2024-05-20,7,2,0100110,0.8,0.4
2024-05-20,7,2,1001100,0.9,0.7
2024-05-20,7,2,0011001,0.0,0.0
2024-05-20,7,2,0110010,0.1,0.3
2024-05-20,7,2,1100101,0.2,0.6
2024-05-20,7,2,1001010,0.3,0.9
2024-05-20,7,2,0010101,0.4,0.2
2024-05-20,7,2,0101010,0.5,0.5
2024-05-20,7,2,1010100,0.6,0.8
2024-05-20,7,2,0101001,0.7,0.1
2024-05-20,7,2,1010010,0.8,0.4
2024-05-20,7,2,0100101,0.9,0.7
2024-05-20,7,2,1001011,0.0,0.0
2024-05-20,7,2,0010111,0.1,0.3
2024-05-20,7,2,0101110,0.2,0.6
2024-05-20,7,2,1011100,0.3,0.9
2024-05-20,7,2,0111001,0.4,0.2
2024-05-20,7,2,1110011,0.5,0.5
2024-05-20,7,2,1100110,0.6,0.8
2024-05-20,7,2,1001101,0.7,0.1
2024-05-20,7,2,0011011,0.8,0.4
2024-05-20,7,2,0110110,0.9,0.7
2024-05-20,7,2,1101100,0.0,0.0
2024-05-20,7,2,1011001,0.1,0.3
2024-05-20,7,2,0110011,0.2,0.6
2024-05-20,7,2,1100111,0.3,0.9
2024-05-20,7,2,1001110,0.4,0.2
2024-05-20,7,2,0011101,0.5,0.5
2024-05-20,7,2,0111010,0.6,0.8
2024-05-20,7,2,1110100,0.7,0.1
2024-05-20,7,2,1101001,0.8,0.4
2024-05-20,7,2,1010011,0.9,0.7
2024-05-20,7,2,0100111,0.0,0.0
2024-05-20,7,2,1001111,0.1,0.3
2024-05-20,7,2,0011111,0.2,0.6
2024-05-20,7,2,0111110,0.3,0.9
2024-05-20,7,2,1111101,0.4,0.2
2024-05-20,7,2,1111010,0.5,0.5
2024-05-20,7,2,1110101,0.6,0.8
2024-05-20,7,2,1101010,0.7,0.1
2024-05-20,7,2,1010101,0.8,0.4
2024-05-20,7,2,0101011,0.9,0.7
2024-05-20,7,2,1010110,0.0,0.0
2024-05-20,7,2,0101101,0.1,0.3
2024-05-20,7,2,1011010,0.2,0.6
2024-05-20,7,2,0110101,0.3,0.9
2024-05-20,7,2,1101011,0.4,0.2
2024-05-20,7,2,1010111,0.5,0.5
2024-05-20,7,2,0101111,0.6,0.8
2024-05-20,7,2,1011110,0.7,0.1
2024-05-20,7,2,0111101,0.8,0.4
2024-05-20,7,2,1111011,0.9,0.7
2024-05-20,7,2,1110110,0.0,0.0
2024-05-20,7,2,1101101,0.1,0.3
2024-05-20,7,2,1011011,0.2,0.6
2024-05-20,7,2,0110111,0.3,0.9
2024-05-20,7,2,1101110,0.4,0.2
2024-05-20,7,2,1011101,0.5,0.5
2024-05-20,7,2,0111011,0.6,0.8
2024-05-20,7,2,1110111,0.7,0.1
2024-05-20,7,2,1101111,0.8,0.4
2024-05-20,7,2,1011111,0.9,0.7
2024-05-20,7,2,0111111,0.0,0.0
2024-05-20,7,2,1111111,0.1,0.3
2024-05-20,7,2,1111110,0.2,0.6
2024-05-20,7,2,1111100,0.3,0.9
2024-05-20,7,2,1111000,0.4,0.2
2024-05-20,7,2,1110000,0.5,0.5
2024-05-20,7,2,1100000,0.6,0.8
2024-05-20,7,2,1000000,0.7,0.1
