date,n,k,state,dist_weather,dist_atmospheric
2024-05-20,8,3,00000000,0.0,0.0
2024-05-20,8,3,00000001,0.1,0.3
2024-05-20,8,3,00000010,0.2,0.6
2024-05-20,8,3,00000100,0.3,0.9
2024-05-20,8,3,00001000,0.4,0.2
2024-05-20,8,3,00010000,0.5,0.5
2024-05-20,8,3,00100000,0.6,0.8
2024-05-20,8,3,01000000,0.7,0.1
2024-05-20,8,3,10000000,0.8,0.4
2024-05-20,8,3,00000002,0.9,0.7
2024-05-20,8,3,00000020,0.0,0.0
2024-05-20,8,3,00000200,0.1,0.3
2024-05-20,8,3,00002000,0.2,0.6
2024-05-20,8,3,00020000,0.3,0.9
2024-05-20,8,3,00200000,0.4,0.2
2024-05-20,8,3,02000000,0.5,0.5
2024-05-20,8,3,20000001,0.6,0.8
2024-05-20,8,3,00000011,0.7,0.1
2024-05-20,8,3,00000110,0.8,0.4
2024-05-20,8,3,00001100,0.9,0.7
2024-05-20,8,3,00011000,0.0,0.0
2024-05-20,8,3,00110000,0.1,0.3
2024-05-20,8,3,01100000,0.2,0.6
2024-05-20,8,3,11000000,0.3,0.9
2024-05-20,8,3,10000001,0.4,0.2
2024-05-20,8,3,00000012,0.5,0.5
2024-05-20,8,3,00000120,0.6,0.8
2024-05-20,8,3,00001200,0.7,0.1
2024-05-20,8,3,00012000,0.8,0.4
2024-05-20,8,3,00120000,0.9,0.7
2024-05-20,8,3,01200000,0.0,0.0
2024-05-20,8,3,12000000,0.1,0.3
2024-05-20,8,3,20000002,0.2,0.6
2024-05-20,8,3,00000021,0.3,0.9
2024-05-20,8,3,00000210,0.4,0.2
2024-05-20,8,3,00002100,0.5,0.5
2024-05-20,8,3,00021000,0.6,0.8
2024-05-20,8,3,00210000,0.7,0.1
2024-05-20,8,3,02100000,0.8,0.4
2024-05-20,8,3,21000000,0.9,0.7
2024-05-20,8,3,10000002,0.0,0.0
2024-05-20,8,3,00000022,0.1,0.3
2024-05-20,8,3,00000220,0.2,0.6
2024-05-20,8,3,00002200,0.3,0.9
2024-05-20,8,3,00022000,0.4,0.2
2024-05-20,8,3,00220000,0.5,0.5
2024-05-20,8,3,02200000,0.6,0.8
2024-05-20,8,3,22000001,0.7,0.1
2024-05-20,8,3,20000010,0.8,0.4
2024-05-20,8,3,00000101,0.9,0.7
2024-05-20,8,3,00001010,0.0,0.0
2024-05-20,8,3,00010100,0.1,0.3
2024-05-20,8,3,00101000,0.2,0.6
2024-05-20,8,3,01010000,0.3,0.9
2024-05-20,8,3,10100000,0.4,0.2
2024-05-20,8,3,01000001,0.5,0.5
2024-05-20,8,3,10000010,0.6,0.8
2024-05-20,8,3,00000102,0.7,0.1
2024-05-20,8,3,00001020,0.8,0.4
2024-05-20,8,3,00010200,0.9,0.7
2024-05-20,8,3,00102000,0.0,0.0
2024-05-20,8,3,01020000,0.1,0.3
2024-05-20,8,3,10200000,0.2,0.6
2024-05-20,8,3,02000001,0.3,0.9
2024-05-20,8,3,20000011,0.4,0.2
2024-05-20,8,3,00000111,0.5,0.5
2024-05-20,8,3,00001110,0.6,0.8
2024-05-20,8,3,00011100,0.7,0.1
2024-05-20,8,3,00111000,0.8,0.4
2024-05-20,8,3,01110000,0.9,0.7
2024-05-20,8,3,11100000,0.0,0.0
2024-05-20,8,3,11000001,0.1,0.3
2024-05-20,8,3,10000011,0.2,0.6
