date,n,k,state,dist_weather,dist_atmospheric
2024-05-20,3,3,000,0.0,0.0
2024-05-20,3,3,001,0.1,0.3
2024-05-20,3,3,010,0.2,0.6
2024-05-20,3,3,100,0.3,0.9
2024-05-20,3,3,002,0.4,0.2
2024-05-20,3,3,020,0.5,0.5
2024-05-20,3,3,201,0.6,0.8
2024-05-20,3,3,011,0.7,0.1
2024-05-20,3,3,110,0.8,0.4
2024-05-20,3,3,101,0.9,0.7
2024-05-20,3,3,012,0.0,0.0
2024-05-20,3,3,120,0.1,0.3
2024-05-20,3,3,202,0.2,0.6
2024-05-20,3,3,021,0.3,0.9
2024-05-20,3,3,210,0.4,0.2
2024-05-20,3,3,102,0.5,0.5
2024-05-20,3,3,022,0.6,0.8
2024-05-20,3,3,221,0.7,0.1
2024-05-20,3,3,211,0.8,0.4
2024-05-20,3,3,111,0.9,0.7
2024-05-20,3,3,112,0.0,0.0
2024-05-20,3,3,121,0.1,0.3
2024-05-20,3,3,212,0.2,0.6
2024-05-20,3,3,122,0.3,0.9
2024-05-20,3,3,222,0.4,0.2
2024-05-20,3,3,220,0.5,0.5
2024-05-20,3,3,200,0.6,0.8
