date,n,k,state,dist_weather,dist_atmospheric
2024-05-20,7,4,0000000,0.0,0.0
2024-05-20,7,4,0000001,0.1,0.3
2024-05-20,7,4,0000010,0.2,0.6
2024-05-20,7,4,0000100,0.3,0.9
2024-05-20,7,4,0001000,0.4,0.2
2024-05-20,7,4,0010000,0.5,0.5
2024-05-20,7,4,0100000,0.6,0.8
2024-05-20,7,4,1000000,0.7,0.1
2024-05-20,7,4,0000002,0.8,0.4
2024-05-20,7,4,0000020,0.9,0.7
2024-05-20,7,4,0000200,0.0,0.0
2024-05-20,7,4,0002000,0.1,0.3
2024-05-20,7,4,0020000,0.2,0.6
2024-05-20,7,4,0200000,0.3,0.9
2024-05-20,7,4,2000000,0.4,0.2
2024-05-20,7,4,0000003,0.5,0.5
2024-05-20,7,4,0000030,0.6,0.8
2024-05-20,7,4,0000300,0.7,0.1
2024-05-20,7,4,0003000,0.8,0.4
2024-05-20,7,4,0030000,0.9,0.7
2024-05-20,7,4,0300000,0.0,0.0
2024-05-20,7,4,3000001,0.1,0.3
2024-05-20,7,4,0000011,0.2,0.6
2024-05-20,7,4,0000110,0.3,0.9
2024-05-20,7,4,0001100,0.4,0.2
2024-05-20,7,4,0011000,0.5,0.5
2024-05-20,7,4,0110000,0.6,0.8
2024-05-20,7,4,1100000,0.7,0.1
2024-05-20,7,4,1000001,0.8,0.4
2024-05-20,7,4,0000012,0.9,0.7
2024-05-20,7,4,0000120,0.0,0.0
2024-05-20,7,4,0001200,0.1,0.3
2024-05-20,7,4,0012000,0.2,0.6
2024-05-20,7,4,0120000,0.3,0.9
2024-05-20,7,4,1200000,0.4,0.2
2024-05-20,7,4,2000001,0.5,0.5
2024-05-20,7,4,0000013,0.6,0.8
2024-05-20,7,4,0000130,0.7,0.1
2024-05-20,7,4,0001300,0.8,0.4
2024-05-20,7,4,0013000,0.9,0.7
2024-05-20,7,4,0130000,0.0,0.0
2024-05-20,7,4,1300000,0.1,0.3
2024-05-20,7,4,3000002,0.2,0.6
2024-05-20,7,4,0000021,0.3,0.9
2024-05-20,7,4,0000210,0.4,0.2
2024-05-20,7,4,0002100,0.5,0.5
2024-05-20,7,4,0021000,0.6,0.8
2024-05-20,7,4,0210000,0.7,0.1
2024-05-20,7,4,2100000,0.8,0.4
2024-05-20,7,4,1000002,0.9,0.7
2024-05-20,7,4,0000022,0.0,0.0
2024-05-20,7,4,0000220,0.1,0.3
2024-05-20,7,4,0002200,0.2,0.6
2024-05-20,7,4,0022000,0.3,0.9
2024-05-20,7,4,0220000,0.4,0.2
2024-05-20,7,4,2200000,0.5,0.5
2024-05-20,7,4,2000002,0.6,0.8
2024-05-20,7,4,0000023,0.7,0.1
2024-05-20,7,4,0000230,0.8,0.4
2024-05-20,7,4,0002300,0.9,0.7
2024-05-20,7,4,0023000,0.0,0.0
2024-05-20,7,4,0230000,0.1,0.3
2024-05-20,7,4,2300000,0.2,0.6
2024-05-20,7,4,3000003,0.3,0.9
2024-05-20,7,4,0000031,0.4,0.2
2024-05-20,7,4,0000310,0.5,0.5
2024-05-20,7,4,0003100,0.6,0.8
2024-05-20,7,4,0031000,0.7,0.1
2024-05-20,7,4,0310000,0.8,0.4
2024-05-20,7,4,3100000,0.9,0.7
2024-05-20,7,4,1000003,0.0,0.0
2024-05-20,7,4,0000032,0.1,0.3
2024-05-20,7,4,0000320,0.2,0.6
2024-05-20,7,4,0003200,0.3,0.9
2024-05-20,7,4,0032000,0.4,0.2
2024-05-20,7,4,0320000,0.5,0.5
2024-05-20,7,4,3200000,0.6,0.8
2024-05-20,7,4,2000003,0.7,0.1
2024-05-20,7,4,0000033,0.8,0.4
2024-05-20,7,4,0000330,0.9,0.7
2024-05-20,7,4,0003300,0.0,0.0
2024-05-20,7,4,0033000,0.1,0.3
2024-05-20,7,4,0330000,0.2,0.6
2024-05-20,7,4,3300001,0.3,0.9
2024-05-20,7,4,3000010,0.4,0.2
2024-05-20,7,4,0000101,0.5,0.5
2024-05-20,7,4,0001010,0.6,0.8
2024-05-20,7,4,0010100,0.7,0.1
2024-05-20,7,4,0101000,0.8,0.4
2024-05-20,7,4,1010000,0.9,0.7
2024-05-20,7,4,0100001,0.0,0.0
2024-05-20,7,4,1000010,0.1,0.3
2024-05-20,7,4,0000102,0.2,0.6
2024-05-20,7,4,0001020,0.3,0.9
2024-05-20,7,4,0010200,0.4,0.2
2024-05-20,7,4,0102000,0.5,0.5
2024-05-20,7,4,1020000,0.6,0.8
2024-05-20,7,4,0200001,0.7,0.1
2024-05-20,7,4,2000010,0.8,0.4
2024-05-20,7,4,0000103,0.9,0.7
2024-05-20,7,4,0001030,0.0,0.0
2024-05-20,7,4,0010300,0.1,0.3
2024-05-20,7,4,0103000,0.2,0.6
2024-05-20,7,4,1030000,0.3,0.9
2024-05-20,7,4,0300001,0.4,0.2
2024-05-20,7,4,3000011,0.5,0.5
2024-05-20,7,4,0000111,0.6,0.8
2024-05-20,7,4,0001110,0.7,0.1
2024-05-20,7,4,0011100,0.8,0.4
2024-05-20,7,4,0111000,0.9,0.7
2024-05-20,7,4,1110000,0.0,0.0
2024-05-20,7,4,1100001,0.1,0.3
2024-05-20,7,4,1000011,0.2,0.6
