date,n,k,state,dist_weather,dist_atmospheric
2024-05-20,5,3,00000,0.0,0.0
2024-05-20,5,3,00001,0.1,0.3
2024-05-20,5,3,00010,0.2,0.6
2024-05-20,5,3,00100,0.3,0.9
2024-05-20,5,3,01000,0.4,0.2
2024-05-20,5,3,10000,0.5,0.5
2024-05-20,5,3,00002,0.6,0.8
2024-05-20,5,3,00020,0.7,0.1
2024-05-20,5,3,00200,0.8,0.4
2024-05-20,5,3,02000,0.9,0.7
2024-05-20,5,3,20001,0.0,0.0
2024-05-20,5,3,00011,0.1,0.3
2024-05-20,5,3,00110,0.2,0.6
2024-05-20,5,3,01100,0.3,0.9
2024-05-20,5,3,11000,0.4,0.2
2024-05-20,5,3,10001,0.5,0.5
2024-05-20,5,3,00012,0.6,0.8
2024-05-20,5,3,00120,0.7,0.1
2024-05-20,5,3,01200,0.8,0.4
2024-05-20,5,3,12000,0.9,0.7
2024-05-20,5,3,20002,0.0,0.0
2024-05-20,5,3,00021,0.1,0.3
2024-05-20,5,3,00210,0.2,0.6
2024-05-20,5,3,02100,0.3,0.9
2024-05-20,5,3,21000,0.4,0.2
2024-05-20,5,3,10002,0.5,0.5
2024-05-20,5,3,00022,0.6,0.8
2024-05-20,5,3,00220,0.7,0.1
2024-05-20,5,3,02200,0.8,0.4
2024-05-20,5,3,22001,0.9,0.7
2024-05-20,5,3,20010,0.0,0.0
2024-05-20,5,3,00101,0.1,0.3
2024-05-20,5,3,01010,0.2,0.6
2024-05-20,5,3,10100,0.3,0.9
2024-05-20,5,3,01001,0.4,0.2
2024-05-20,5,3,10010,0.5,0.5
2024-05-20,5,3,00102,0.6,0.8
2024-05-20,5,3,01020,0.7,0.1
2024-05-20,5,3,10200,0.8,0.4
2024-05-20,5,3,02001,0.9,0.7
2024-05-20,5,3,20011,0.0,0.0
2024-05-20,5,3,00111,0.1,0.3
2024-05-20,5,3,01110,0.2,0.6
2024-05-20,5,3,11100,0.3,0.9
2024-05-20,5,3,11001,0.4,0.2
2024-05-20,5,3,10011,0.5,0.5
2024-05-20,5,3,00112,0.6,0.8
2024-05-20,5,3,01120,0.7,0.1
2024-05-20,5,3,11200,0.8,0.4
2024-05-20,5,3,12001,0.9,0.7
2024-05-20,5,3,20012,0.0,0.0
2024-05-20,5,3,00121,0.1,0.3
2024-05-20,5,3,01210,0.2,0.6
2024-05-20,5,3,12100,0.3,0.9
2024-05-20,5,3,21001,0.4,0.2
2024-05-20,5,3,10012,0.5,0.5
2024-05-20,5,3,00122,0.6,0.8
2024-05-20,5,3,01220,0.7,0.1
2024-05-20,5,3,12200,0.8,0.4
2024-05-20,5,3,22002,0.9,0.7
2024-05-20,5,3,20020,0.0,0.0
2024-05-20,5,3,00201,0.1,0.3
2024-05-20,5,3,02010,0.2,0.6
2024-05-20,5,3,20100,0.3,0.9
2024-05-20,5,3,01002,0.4,0.2
2024-05-20,5,3,10020,0.5,0.5
2024-05-20,5,3,00202,0.6,0.8
2024-05-20,5,3,02020,0.7,0.1
2024-05-20,5,3,20200,0.8,0.4
2024-05-20,5,3,02002,0.9,0.7
2024-05-20,5,3,20021,0.0,0.0
2024-05-20,5,3,00211,0.1,0.3
2024-05-20,5,3,02110,0.2,0.6
2024-05-20,5,3,21100,0.3,0.9
2024-05-20,5,3,11002,0.4,0.2
2024-05-20,5,3,10021,0.5,0.5
2024-05-20,5,3,00212,0.6,0.8
2024-05-20,5,3,02120,0.7,0.1
2024-05-20,5,3,21200,0.8,0.4
2024-05-20,5,3,12002,0.9,0.7
2024-05-20,5,3,20022,0.0,0.0
2024-05-20,5,3,00221,0.1,0.3
2024-05-20,5,3,02210,0.2,0.6
2024-05-20,5,3,22100,0.3,0.9
2024-05-20,5,3,21002,0.4,0.2
2024-05-20,5,3,10022,0.5,0.5
2024-05-20,5,3,00222,0.6,0.8
2024-05-20,5,3,02220,0.7,0.1
2024-05-20,5,3,22201,0.8,0.4
2024-05-20,5,3,22010,0.9,0.7
2024-05-20,5,3,20101,0.0,0.0
2024-05-20,5,3,01011,0.1,0.3
2024-05-20,5,3,10110,0.2,0.6
2024-05-20,5,3,01101,0.3,0.9
2024-05-20,5,3,11010,0.4,0.2
2024-05-20,5,3,10101,0.5,0.5
2024-05-20,5,3,01012,0.6,0.8
2024-05-20,5,3,10120,0.7,0.1
2024-05-20,5,3,01201,0.8,0.4
2024-05-20,5,3,12010,0.9,0.7
2024-05-20,5,3,20102,0.0,0.0
2024-05-20,5,3,01021,0.1,0.3
2024-05-20,5,3,10210,0.2,0.6
2024-05-20,5,3,02101,0.3,0.9
2024-05-20,5,3,21010,0.4,0.2
2024-05-20,5,3,10102,0.5,0.5
2024-05-20,5,3,01022,0.6,0.8
2024-05-20,5,3,10220,0.7,0.1
2024-05-20,5,3,02201,0.8,0.4
2024-05-20,5,3,22011,0.9,0.7
2024-05-20,5,3,20110,0.0,0.0
2024-05-20,5,3,01102,0.1,0.3
2024-05-20,5,3,11020,0.2,0.6
2024-05-20,5,3,10201,0.3,0.9
2024-05-20,5,3,02011,0.4,0.2
2024-05-20,5,3,20111,0.5,0.5
