date,n,k,state,dist_weather,dist_atmospheric
2024-05-20,5,2,00000,0.0,0.0
2024-05-20,5,2,00001,0.1,0.3
2024-05-20,5,2,00010,0.2,0.6
2024-05-20,5,2,00100,0.3,0.9
2024-05-20,5,2,01000,0.4,0.2
2024-05-20,5,2,10001,0.5,0.5
2024-05-20,5,2,00011,0.6,0.8
2024-05-20,5,2,00110,0.7,0.1
2024-05-20,5,2,01100,0.8,0.4
2024-05-20,5,2,11001,0.9,0.7
2024-05-20,5,2,10010,0.0,0.0
2024-05-20,5,2,00101,0.1,0.3
2024-05-20,5,2,01010,0.2,0.6
2024-05-20,5,2,10100,0.3,0.9
2024-05-20,5,2,01001,0.4,0.2
2024-05-20,5,2,10011,0.5,0.5
2024-05-20,5,2,00111,0.6,0.8
2024-05-20,5,2,01110,0.7,0.1
2024-05-20,5,2,11101,0.8,0.4
2024-05-20,5,2,11010,0.9,0.7
2024-05-20,5,2,10101,0.0,0.0
2024-05-20,5,2,01011,0.1,0.3
2024-05-20,5,2,10110,0.2,0.6
2024-05-20,5,2,01101,0.3,0.9
2024-05-20,5,2,11011,0.4,0.2
2024-05-20,5,2,10111,0.5,0.5
2024-05-20,5,2,01111,0.6,0.8
2024-05-20,5,2,11111,0.7,0.1
2024-05-20,5,2,11110,0.8,0.4
2024-05-20,5,2,11100,0.9,0.7
2024-05-20,5,2,11000,0.0,0.0
2024-05-20,5,2,10000,0.1,0.3
