date,n,k,state,dist_weather,dist_atmospheric
2024-05-20,4,3,0000,0.0,0.0
2024-05-20,4,3,0001,0.1,0.3
2024-05-20,4,3,0010,0.2,0.6
2024-05-20,4,3,0100,0.3,0.9
2024-05-20,4,3,1000,0.4,0.2
2024-05-20,4,3,0002,0.5,0.5
2024-05-20,4,3,0020,0.6,0.8
2024-05-20,4,3,0200,0.7,0.1
2024-05-20,4,3,2001,0.8,0.4
2024-05-20,4,3,0011,0.9,0.7
2024-05-20,4,3,0110,0.0,0.0
2024-05-20,4,3,1100,0.1,0.3
2024-05-20,4,3,1001,0.2,0.6
2024-05-20,4,3,0012,0.3,0.9
2024-05-20,4,3,0120,0.4,0.2
2024-05-20,4,3,1200,0.5,0.5
2024-05-20,4,3,2002,0.6,0.8
2024-05-20,4,3,0021,0.7,0.1
2024-05-20,4,3,0210,0.8,0.4
2024-05-20,4,3,2100,0.9,0.7
2024-05-20,4,3,1002,0.0,0.0
2024-05-20,4,3,0022,0.1,0.3
2024-05-20,4,3,0220,0.2,0.6
2024-05-20,4,3,2201,0.3,0.9
2024-05-20,4,3,2010,0.4,0.2
2024-05-20,4,3,0101,0.5,0.5
2024-05-20,4,3,1010,0.6,0.8
2024-05-20,4,3,0102,0.7,0.1
2024-05-20,4,3,1020,0.8,0.4
2024-05-20,4,3,0201,0.9,0.7
2024-05-20,4,3,2011,0.0,0.0
2024-05-20,4,3,0111,0.1,0.3
2024-05-20,4,3,1110,0.2,0.6
2024-05-20,4,3,1101,0.3,0.9
2024-05-20,4,3,1011,0.4,0.2
2024-05-20,4,3,0112,0.5,0.5
2024-05-20,4,3,1120,0.6,0.8
2024-05-20,4,3,1201,0.7,0.1
2024-05-20,4,3,2012,0.8,0.4
2024-05-20,4,3,0121,0.9,0.7
2024-05-20,4,3,1210,0.0,0.0
2024-05-20,4,3,2101,0.1,0.3
2024-05-20,4,3,1012,0.2,0.6
2024-05-20,4,3,0122,0.3,0.9
2024-05-20,4,3,1220,0.4,0.2
2024-05-20,4,3,2202,0.5,0.5
2024-05-20,4,3,2020,0.6,0.8
2024-05-20,4,3,0202,0.7,0.1
2024-05-20,4,3,2021,0.8,0.4
2024-05-20,4,3,0211,0.9,0.7
2024-05-20,4,3,2110,0.0,0.0
2024-05-20,4,3,1102,0.1,0.3
2024-05-20,4,3,1021,0.2,0.6
2024-05-20,4,3,0212,0.3,0.9
2024-05-20,4,3,2120,0.4,0.2
2024-05-20,4,3,1202,0.5,0.5
2024-05-20,4,3,2022,0.6,0.8
2024-05-20,4,3,0221,0.7,0.1
2024-05-20,4,3,2210,0.8,0.4
2024-05-20,4,3,2102,0.9,0.7
2024-05-20,4,3,1022,0.0,0.0
2024-05-20,4,3,0222,0.1,0.3
2024-05-20,4,3,2221,0.2,0.6
2024-05-20,4,3,2211,0.3,0.9
2024-05-20,4,3,2111,0.4,0.2
2024-05-20,4,3,1111,0.5,0.5
2024-05-20,4,3,1112,0.6,0.8
2024-05-20,4,3,1121,0.7,0.1
2024-05-20,4,3,1211,0.8,0.4
2024-05-20,4,3,2112,0.9,0.7
2024-05-20,4,3,1122,0.0,0.0
2024-05-20,4,3,1221,0.1,0.3
2024-05-20,4,3,2212,0.2,0.6
2024-05-20,4,3,2121,0.3,0.9
2024-05-20,4,3,1212,0.4,0.2
2024-05-20,4,3,2122,0.5,0.5
2024-05-20,4,3,1222,0.6,0.8
2024-05-20,4,3,2222,0.7,0.1
2024-05-20,4,3,2220,0.8,0.4
2024-05-20,4,3,2200,0.9,0.7
2024-05-20,4,3,2000,0.0,0.0
