date,n,k,state,dist_weather,dist_atmospheric
2024-05-20,5,4,00000,0.0,0.0
2024-05-20,5,4,00001,0.1,0.3
2024-05-20,5,4,00010,0.2,0.6
2024-05-20,5,4,00100,0.3,0.9
2024-05-20,5,4,01000,0.4,0.2
2024-05-20,5,4,10000,0.5,0.5
2024-05-20,5,4,00002,0.6,0.8
2024-05-20,5,4,00020,0.7,0.1
2024-05-20,5,4,00200,0.8,0.4
2024-05-20,5,4,02000,0.9,0.7
2024-05-20,5,4,20000,0.0,0.0
2024-05-20,5,4,00003,0.1,0.3
2024-05-20,5,4,00030,0.2,0.6
2024-05-20,5,4,00300,0.3,0.9
2024-05-20,5,4,03000,0.4,0.2
2024-05-20,5,4,30001,0.5,0.5
2024-05-20,5,4,00011,0.6,0.8
2024-05-20,5,4,00110,0.7,0.1
2024-05-20,5,4,01100,0.8,0.4
2024-05-20,5,4,11000,0.9,0.7
2024-05-20,5,4,10001,0.0,0.0
2024-05-20,5,4,00012,0.1,0.3
2024-05-20,5,4,00120,0.2,0.6
2024-05-20,5,4,01200,0.3,0.9
2024-05-20,5,4,12000,0.4,0.2
2024-05-20,5,4,20001,0.5,0.5
2024-05-20,5,4,00013,0.6,0.8
2024-05-20,5,4,00130,0.7,0.1
2024-05-20,5,4,01300,0.8,0.4
2024-05-20,5,4,13000,0.9,0.7
2024-05-20,5,4,30002,0.0,0.0
2024-05-20,5,4,00021,0.1,0.3
2024-05-20,5,4,00210,0.2,0.6
2024-05-20,5,4,02100,0.3,0.9
2024-05-20,5,4,21000,0.4,0.2
2024-05-20,5,4,10002,0.5,0.5
2024-05-20,5,4,00022,0.6,0.8
2024-05-20,5,4,00220,0.7,0.1
2024-05-20,5,4,02200,0.8,0.4
2024-05-20,5,4,22000,0.9,0.7
2024-05-20,5,4,20002,0.0,0.0
2024-05-20,5,4,00023,0.1,0.3
2024-05-20,5,4,00230,0.2,0.6
2024-05-20,5,4,02300,0.3,0.9
2024-05-20,5,4,23000,0.4,0.2
2024-05-20,5,4,30003,0.5,0.5
2024-05-20,5,4,00031,0.6,0.8
2024-05-20,5,4,00310,0.7,0.1
2024-05-20,5,4,03100,0.8,0.4
2024-05-20,5,4,31000,0.9,0.7
2024-05-20,5,4,10003,0.0,0.0
2024-05-20,5,4,00032,0.1,0.3
2024-05-20,5,4,00320,0.2,0.6
2024-05-20,5,4,03200,0.3,0.9
2024-05-20,5,4,32000,0.4,0.2
2024-05-20,5,4,20003,0.5,0.5
2024-05-20,5,4,00033,0.6,0.8
2024-05-20,5,4,00330,0.7,0.1
2024-05-20,5,4,03300,0.8,0.4
2024-05-20,5,4,33001,0.9,0.7
2024-05-20,5,4,30010,0.0,0.0
2024-05-20,5,4,00101,0.1,0.3
2024-05-20,5,4,01010,0.2,0.6
2024-05-20,5,4,10100,0.3,0.9
2024-05-20,5,4,01001,0.4,0.2
2024-05-20,5,4,10010,0.5,0.5
2024-05-20,5,4,00102,0.6,0.8
2024-05-20,5,4,01020,0.7,0.1
2024-05-20,5,4,10200,0.8,0.4
2024-05-20,5,4,02001,0.9,0.7
2024-05-20,5,4,20010,0.0,0.0
2024-05-20,5,4,00103,0.1,0.3
2024-05-20,5,4,01030,0.2,0.6
2024-05-20,5,4,10300,0.3,0.9
2024-05-20,5,4,03001,0.4,0.2
2024-05-20,5,4,30011,0.5,0.5
2024-05-20,5,4,00111,0.6,0.8
2024-05-20,5,4,01110,0.7,0.1
2024-05-20,5,4,11100,0.8,0.4
2024-05-20,5,4,11001,0.9,0.7
2024-05-20,5,4,10011,0.0,0.0
2024-05-20,5,4,00112,0.1,0.3
2024-05-20,5,4,01120,0.2,0.6
2024-05-20,5,4,11200,0.3,0.9
2024-05-20,5,4,12001,0.4,0.2
2024-05-20,5,4,20011,0.5,0.5
2024-05-20,5,4,00113,0.6,0.8
2024-05-20,5,4,01130,0.7,0.1
2024-05-20,5,4,11300,0.8,0.4
2024-05-20,5,4,13001,0.9,0.7
2024-05-20,5,4,30012,0.0,0.0
2024-05-20,5,4,00121,0.1,0.3
2024-05-20,5,4,01210,0.2,0.6
2024-05-20,5,4,12100,0.3,0.9
2024-05-20,5,4,21001,0.4,0.2
2024-05-20,5,4,10012,0.5,0.5
2024-05-20,5,4,00122,0.6,0.8
2024-05-20,5,4,01220,0.7,0.1
2024-05-20,5,4,12200,0.8,0.4
2024-05-20,5,4,22001,0.9,0.7
2024-05-20,5,4,20012,0.0,0.0
2024-05-20,5,4,00123,0.1,0.3
2024-05-20,5,4,01230,0.2,0.6
2024-05-20,5,4,12300,0.3,0.9
2024-05-20,5,4,23001,0.4,0.2
2024-05-20,5,4,30013,0.5,0.5
2024-05-20,5,4,00131,0.6,0.8
2024-05-20,5,4,01310,0.7,0.1
2024-05-20,5,4,13100,0.8,0.4
2024-05-20,5,4,31001,0.9,0.7
2024-05-20,5,4,10013,0.0,0.0
2024-05-20,5,4,00132,0.1,0.3
2024-05-20,5,4,01320,0.2,0.6
2024-05-20,5,4,13200,0.3,0.9
2024-05-20,5,4,32001,0.4,0.2
2024-05-20,5,4,20013,0.5,0.5
2024-05-20,5,4,00133,0.6,0.8
2024-05-20,5,4,01330,0.7,0.1
2024-05-20,5,4,13300,0.8,0.4
2024-05-20,5,4,33002,0.9,0.7
2024-05-20,5,4,30020,0.0,0.0
2024-05-20,5,4,00201,0.1,0.3
2024-05-20,5,4,02010,0.2,0.6
2024-05-20,5,4,20100,0.3,0.9
2024-05-20,5,4,01002,0.4,0.2
2024-05-20,5,4,10020,0.5,0.5
2024-05-20,5,4,00202,0.6,0.8
2024-05-20,5,4,02020,0.7,0.1
2024-05-20,5,4,20200,0.8,0.4
